date,current_ratio,quick_ratio,profit_margin,roi,inventory_turnover,asset_turnover,receivable_days,payable_days,inventory_days,debt_to_equity
2020-10-25,1.07,1.86,17.87,11.82,7,0.67,48,69,27,0.25
2020-10-25,1.48,1.27,3.56,6.07,13,2.42,16,55,25,2.08
2020-10-25,3.15,0.67,12.12,25.49,3,1.33,17,37,35,0.2
2020-10-25,1.46,0.36,27.07,24.08,6,0.61,19,44,26,1.48
2020-10-25,3.24,0.75,11.05,7.68,10,0.51,33,84,71,1.79
2020-10-25,2.68,0.96,23.6,22.13,8,2.25,54,57,74,1.97
2020-10-25,0.51,1.21,2.75,28.24,14,1.2,37,35,33,0.55
2020-10-25,1.98,0.7,15.13,16.82,6,0.68,16,72,45,0.31
2020-10-25,2.84,2.05,18.27,21.14,3,2.25,41,33,48,1.91
2020-10-25,2.44,1.7,34.4,28.35,8,1.42,44,59,21,1.27
2020-10-25,1.62,2.18,23.38,25.39,12,0.99,35,59,49,2.1
2020-10-25,1.8,2.03,27.91,15.33,12,0.69,26,79,34,1.03
2020-10-25,1.48,1.85,8.07,20.42,9,2.21,40,32,23,1.85
2020-10-25,2.93,1.33,11.04,7.82,4,1.33,51,36,65,0.97
2020-10-25,1.8,1.38,22.0,29.31,11,0.96,21,49,45,0.25
2020-10-25,2.52,0.86,22.91,28.92,5,1.27,54,55,78,0.99
2020-10-25,3.36,1.03,19.97,21.73,4,0.84,24,68,68,0.33
2020-10-25,2.94,1.48,21.06,5.29,10,2.0,35,89,66,0.42
2020-10-25,2.15,0.69,30.49,34.05,13,1.7,58,76,25,0.78
2020-10-26,0.73,0.45,29.45,17.9,3,1.23,32,74,50,0.61
2020-10-26,0.75,2.24,0.54,14.57,3,2.39,22,82,58,1.39
2020-10-26,2.13,1.91,19.93,22.55,9,1.38,47,77,60,1.31
2020-10-26,2.34,0.92,14.63,29.98,4,1.98,19,56,59,1.59
2020-10-26,2.19,1.15,8.12,9.87,3,1.87,46,41,53,1.61
2020-10-26,2.73,0.5,21.35,18.96,4,1.46,38,83,50,0.52
2020-10-26,1.09,1.67,1.45,16.23,8,1.43,51,35,33,1.05
2020-10-26,1.14,1.39,35.81,13.02,4,0.78,25,33,22,1.02
2020-10-26,1.94,0.65,29.67,28.23,10,2.4,18,34,72,0.99
2020-10-26,3.33,2.15,2.75,21.57,12,0.73,30,49,53,1.06
2020-10-26,0.83,0.67,20.28,33.76,5,1.4,33,51,71,1.89
2020-10-26,2.45,1.72,25.55,5.61,5,1.62,39,81,20,1.83
2020-10-26,1.18,1.68,5.52,5.56,8,1.66,49,30,73,1.34
2020-10-26,1.1,1.62,38.12,13.61,8,0.68,54,43,22,2.05
2020-10-26,2.15,1.9,6.4,28.64,7,2.17,35,51,72,0.14
2020-10-26,1.83,1.05,17.92,16.3,2,0.95,56,40,47,0.2
2020-10-26,3.28,0.65,32.15,31.17,12,1.61,34,63,31,1.77
2020-10-26,2.08,0.89,11.55,7.71,4,1.37,32,51,39,0.13
2020-10-26,2.65,1.17,27.94,23.62,9,0.53,20,32,55,1.4
2020-10-26,1.45,2.29,13.09,25.64,9,2.43,56,38,22,0.62
2020-10-26,2.02,1.74,21.9,33.82,6,2.36,57,33,40,0.39
2020-10-26,2.18,0.78,35.55,24.16,6,2.11,45,67,56,1.28
2020-10-26,1.22,0.41,6.0,28.15,6,1.62,34,83,70,1.55
2020-10-26,2.01,0.8,12.22,21.67,5,1.92,26,46,40,0.13
2020-10-26,2.11,0.36,26.7,14.36,11,1.52,29,30,37,0.55
2020-10-26,2.34,2.16,28.53,18.22,11,1.29,26,34,25,1.2
2020-10-26,3.47,1.77,39.46,28.51,10,0.94,40,35,69,1.53
2020-10-26,2.54,1.85,11.42,6.91,4,1.33,32,66,75,0.59
2020-10-26,2.19,1.69,29.96,5.59,5,0.78,58,67,70,0.61
2020-10-26,0.91,0.45,27.23,12.28,11,1.89,27,34,32,0.26
2020-10-26,2.95,2.03,6.52,17.29,11,1.34,19,68,52,1.69
2020-10-26,2.53,1.59,39.72,27.36,10,1.03,49,78,49,1.86
2020-10-26,2.4,0.32,20.56,22.15,8,2.33,33,41,47,0.91
2020-10-27,2.09,1.15,27.62,27.0,14,2.14,49,58,78,1.66
2020-10-27,3.13,1.69,23.43,32.13,12,1.17,19,73,77,1.81
2020-10-27,2.56,1.6,19.34,13.94,4,1.47,19,42,74,0.35
2020-10-27,1.93,1.08,13.66,8.96,5,2.08,19,37,41,2.07
2020-10-27,2.48,1.15,0.85,31.26,13,1.15,55,53,76,1.82
2020-10-27,1.14,0.83,39.86,29.56,11,1.18,41,60,42,0.69
2020-10-27,1.47,1.23,4.15,11.5,4,2.12,27,38,63,0.55
2020-10-27,2.43,0.45,18.78,15.96,12,2.07,43,50,58,0.95
2020-10-27,2.87,1.54,9.98,25.79,13,2.44,17,54,38,1.41
2020-10-27,0.89,0.48,3.05,11.35,12,1.96,47,49,54,1.72
2020-10-27,1.71,1.19,37.91,23.62,5,2.1,58,88,27,1.03
2020-10-27,1.52,1.68,14.63,20.01,7,1.82,31,65,28,1.93
2020-10-27,3.16,0.31,18.3,34.53,2,1.95,33,85,72,0.36
2020-10-27,1.06,0.88,33.45,21.67,10,1.43,34,85,44,1.58
2020-10-27,3.45,2.04,27.58,25.84,5,2.03,52,85,21,1.76
2020-10-27,3.49,0.89,38.35,29.1,13,2.1,49,57,27,0.61
2020-10-27,1.56,2.25,21.1,25.09,12,0.95,21,49,67,0.7
2020-10-27,3.02,1.97,7.39,8.63,3,0.55,28,78,57,1.17
2020-10-27,2.45,0.75,34.35,25.69,2,1.63,16,57,28,1.0
2020-10-27,2.9,1.61,2.87,11.63,4,1.71,41,48,66,1.12
2020-10-27,2.55,0.9,6.21,18.02,12,1.01,17,87,43,1.14
2020-10-27,0.87,2.05,31.92,11.88,5,1.71,58,56,33,0.33
2020-10-27,1.04,2.14,31.56,14.23,12,1.44,56,56,46,0.14
2020-10-27,3.48,0.8,22.66,21.49,12,1.76,54,68,60,0.87
2020-10-27,3.39,2.15,1.03,10.41,6,2.02,25,60,47,1.38
2020-10-27,1.57,0.73,8.69,9.75,10,2.31,56,45,37,0.84
2020-10-27,3.4,0.6,0.27,22.3,9,1.97,28,32,25,1.81
2020-10-27,1.33,2.12,33.05,21.34,7,1.35,26,45,39,0.55
2020-10-27,1.21,1.2,28.0,22.94,4,1.93,29,81,64,0.98
2020-10-27,0.59,1.32,8.44,20.23,8,1.15,34,52,69,0.12
2020-10-28,2.61,1.76,20.52,15.95,10,0.83,57,34,34,1.68
2020-10-28,1.43,0.48,6.89,32.98,6,1.63,15,34,64,0.13
2020-10-28,1.84,0.8,14.59,20.4,12,2.12,58,87,48,0.79
2020-10-28,3.15,0.68,28.69,9.34,14,0.98,46,51,67,1.79
2020-10-28,1.09,2.15,33.42,13.62,10,0.78,35,30,34,1.46
2020-10-28,1.45,1.36,37.9,24.45,4,1.22,41,47,49,1.33
2020-10-28,1.96,2.16,17.01,29.83,8,1.76,18,72,68,1.52
2020-10-28,3.32,2.09,2.14,19.09,10,1.29,48,61,75,0.63
2020-10-28,2.48,1.72,34.84,23.08,12,0.93,34,61,70,0.27
2020-10-28,3.49,1.5,11.84,34.05,11,2.35,26,55,56,1.77
2020-10-28,2.09,0.53,16.95,34.24,6,1.95,33,83,77,0.42
2020-10-28,2.79,1.34,7.59,15.86,10,1.83,18,39,68,0.33
2020-10-28,1.95,0.64,39.41,16.62,3,0.75,36,67,68,0.53
2020-10-28,2.16,1.51,27.91,19.63,2,2.11,33,35,72,1.78
2020-10-28,0.61,1.54,5.76,5.26,5,1.44,54,43,67,1.25
2020-10-28,3.07,2.02,16.43,24.32,10,0.61,34,36,20,0.77
2020-10-28,2.53,1.64,11.36,13.86,12,1.36,16,79,50,2.03
2020-10-28,2.62,1.57,16.36,19.65,13,0.93,22,50,65,1.4
2020-10-28,2.67,0.42,4.96,26.32,7,2.35,49,46,53,1.49
2020-10-28,2.29,1.79,21.36,19.58,5,1.46,48,61,44,0.56
2020-10-28,1.16,0.46,4.42,20.19,5,2.02,37,75,31,0.14
2020-10-29,0.83,0.49,0.42,21.06,7,2.39,49,61,23,1.03
2020-10-29,3.25,1.23,13.5,27.72,11,2.43,54,33,21,1.54
2020-10-29,0.72,2.05,12.95,31.5,7,1.51,43,77,37,1.83
2020-10-29,2.21,1.51,11.54,14.54,3,0.5,29,53,50,0.67
2020-10-29,2.32,1.52,17.71,11.65,4,1.56,31,70,26,1.81
2020-10-29,2.77,1.98,24.12,23.46,11,1.8,22,80,42,1.39
2020-10-29,2.45,0.67,8.9,8.5,8,1.8,56,30,65,1.78
2020-10-29,2.59,2.13,8.98,14.93,13,1.16,33,59,40,0.24
2020-10-29,1.4,1.01,27.64,32.57,6,1.02,17,38,30,0.39
2020-10-29,1.71,0.68,17.78,9.11,5,1.45,44,70,71,1.52
2020-10-29,1.88,2.13,27.75,31.19,7,0.76,56,59,67,0.31
2020-10-29,2.17,1.78,39.84,23.54,7,1.12,36,48,49,1.12
2020-10-29,3.14,1.71,28.27,25.89,12,2.04,42,78,28,0.37
2020-10-29,0.9,1.65,3.99,10.23,5,1.97,15,43,68,1.71
2020-10-29,0.58,1.11,29.82,34.1,13,2.44,37,34,74,0.39
2020-10-29,0.77,0.97,35.51,25.85,9,2.05,25,44,75,2.04
2020-10-29,1.25,2.11,19.86,28.5,7,2.06,47,38,39,2.02
2020-10-29,2.86,0.59,8.24,14.65,10,1.05,32,32,21,1.41
2020-10-29,3.38,0.38,13.3,27.11,14,0.84,46,47,76,2.06
2020-10-29,1.64,1.52,4.08,32.51,11,1.18,43,87,35,1.78
2020-10-29,0.94,1.15,29.16,10.57,4,1.74,49,89,76,1.04
2020-10-29,1.46,0.34,0.08,30.43,13,1.67,55,85,65,1.15
2020-10-29,1.46,0.45,12.84,8.78,10,2.42,44,58,47,1.4
2020-10-29,1.9,0.53,37.32,18.87,3,2.25,21,49,58,1.01
2020-10-29,3.01,1.15,16.89,16.72,13,2.43,29,74,31,2.08
2020-10-29,1.11,0.76,14.57,21.05,13,1.88,22,59,63,0.56
2020-10-29,2.65,2.16,14.7,5.78,7,1.45,46,87,28,0.43
2020-10-29,0.73,1.81,12.7,10.99,9,1.72,49,67,76,0.6
2020-10-29,1.52,1.48,7.04,32.14,3,1.35,16,46,51,1.57
2020-10-30,2.05,1.71,32.29,5.23,6,0.94,27,85,42,1.67
2020-10-30,2.65,1.07,21.77,9.63,3,1.19,53,75,71,0.31
2020-10-30,2.46,1.67,17.15,18.63,5,0.54,35,55,44,1.02
2020-10-30,1.17,1.31,39.23,10.52,3,2.49,27,80,59,1.8
2020-10-30,1.14,1.61,17.19,20.66,9,1.85,16,41,70,0.25
2020-10-30,3.01,1.84,13.87,25.32,9,1.64,46,51,44,0.37
2020-10-30,3.0,1.1,38.09,9.32,5,0.94,35,51,51,0.75
2020-10-30,1.17,2.28,32.18,21.33,10,2.24,20,65,35,1.82
2020-10-30,1.11,0.9,13.57,7.85,3,0.91,26,85,59,0.96
2020-10-30,0.89,1.12,20.58,30.65,11,2.08,49,40,29,0.27
2020-10-30,0.68,1.23,1.15,21.25,6,2.21,25,57,68,1.45
2020-10-30,3.21,0.35,24.44,14.88,2,2.17,27,40,65,0.92
2020-10-30,1.52,0.71,36.03,21.07,11,1.66,39,47,71,0.5
2020-10-30,1.99,1.75,18.51,14.93,13,1.79,33,53,59,1.44
2020-10-30,2.78,2.2,22.23,6.6,3,1.56,40,82,61,0.45
2020-10-30,3.06,0.5,31.3,27.86,13,0.84,57,54,64,1.98
2020-10-30,2.26,1.91,0.69,18.99,6,1.53,51,85,64,2.09
2020-10-30,3.02,0.42,28.99,30.18,10,2.25,23,83,33,0.82
2020-10-30,1.82,0.99,32.51,25.96,11,1.21,40,82,53,1.84
2020-10-30,3.37,1.77,3.0,11.18,9,2.07,43,76,50,0.26
2020-10-30,0.79,1.61,13.58,29.52,13,1.84,24,57,75,0.33
2020-10-30,2.19,1.21,36.16,20.08,7,0.6,18,78,23,1.74
2020-10-30,3.34,0.51,11.93,25.33,3,1.95,36,47,22,1.2
2020-10-30,1.28,0.78,26.71,14.0,12,1.42,22,78,40,1.31
2020-10-30,1.35,2.05,34.14,14.31,9,1.06,15,87,63,0.62
2020-10-31,0.7,1.88,12.48,33.2,14,1.04,48,54,60,0.58
2020-10-31,2.28,1.97,3.7,27.74,6,1.68,36,86,75,0.27
2020-10-31,0.96,1.07,23.02,33.04,14,0.74,34,84,67,0.36
2020-10-31,2.96,1.76,13.53,16.1,12,1.63,17,32,77,1.23
2020-10-31,0.6,1.51,37.7,18.13,7,1.59,25,54,57,0.4
2020-10-31,1.97,0.35,36.36,27.13,13,0.65,56,85,42,1.97
2020-10-31,1.36,1.63,31.85,7.51,11,1.16,26,55,74,0.79
2020-10-31,2.3,0.41,22.03,20.07,7,1.89,37,51,75,0.11
2020-10-31,1.97,1.68,1.35,18.97,8,1.85,58,77,58,0.92
2020-10-31,0.72,2.16,2.32,15.9,11,2.14,28,37,55,0.91
2020-10-31,2.64,0.48,38.07,24.37,6,2.05,52,60,24,0.81
2020-10-31,1.96,2.13,29.3,6.79,7,0.95,30,85,59,1.14
2020-10-31,1.68,1.12,33.94,32.61,9,2.01,20,61,41,0.83
2020-10-31,0.6,0.99,17.44,15.81,10,1.83,35,51,24,1.06
2020-10-31,0.91,1.35,5.55,30.53,6,1.26,46,78,49,0.68
2020-10-31,1.4,0.84,37.7,9.96,9,0.6,29,86,48,0.32
2020-10-31,1.91,2.13,35.8,7.94,13,2.17,50,75,23,0.26
2020-10-31,0.69,1.91,37.12,18.64,8,0.73,18,77,40,2.05
2020-10-31,1.82,1.56,27.1,6.01,7,0.92,50,71,75,1.65
2020-10-31,2.31,2.24,38.21,25.54,3,2.49,18,66,27,0.87
2020-10-31,1.45,1.1,2.98,32.39,14,2.15,59,85,34,0.38
2020-10-31,1.58,1.7,34.55,30.13,13,1.42,20,61,25,1.29
2020-10-31,1.04,1.29,15.58,29.49,6,1.87,41,77,49,2.07
2020-10-31,1.94,1.99,7.82,6.22,11,0.9,22,37,77,1.5
2020-10-31,2.04,2.08,0.97,32.15,11,0.77,16,64,40,0.34
2020-10-31,1.49,2.23,17.77,26.02,8,1.49,49,69,46,0.35
2020-10-31,3.04,0.73,10.71,8.12,14,0.62,43,81,23,1.91
2020-10-31,3.18,1.59,15.93,18.54,13,0.81,47,35,79,1.46
2020-10-31,2.58,1.91,5.85,18.62,13,1.12,30,50,55,0.62
2020-10-31,2.27,1.4,7.15,24.23,9,1.06,57,69,21,0.89
2020-10-31,3.08,0.93,29.6,27.26,8,1.02,55,67,39,1.44
2020-10-31,3.11,0.39,38.21,23.16,14,2.14,38,71,26,1.56
2020-11-01,2.5,0.78,16.29,33.67,8,2.24,23,34,51,2.05
2020-11-01,2.39,1.59,3.09,20.07,7,1.02,28,75,32,1.49
2020-11-01,1.36,2.24,21.96,22.63,3,0.66,38,70,71,0.71
2020-11-01,2.53,0.62,0.24,25.93,14,0.93,20,85,65,1.63
2020-11-01,3.02,1.94,1.15,17.49,12,2.41,51,53,72,0.71
2020-11-01,0.68,1.91,6.56,23.58,5,1.77,30,40,77,1.33
2020-11-01,0.52,1.47,8.33,33.88,11,1.27,34,72,40,1.67
2020-11-01,1.63,2.0,13.81,17.85,12,2.41,32,33,54,1.46
2020-11-01,2.65,0.56,7.32,10.14,13,2.09,48,78,79,1.88
2020-11-01,0.77,2.13,13.63,10.89,9,1.16,51,68,47,0.49
2020-11-01,0.74,0.6,4.13,31.39,6,1.58,56,80,71,1.8
2020-11-01,2.33,1.19,21.61,19.97,12,1.7,18,87,76,0.25
2020-11-01,2.26,0.88,14.05,31.39,8,1.29,16,44,70,1.62
2020-11-01,2.18,2.02,37.24,19.68,8,0.99,26,84,67,1.32
2020-11-01,3.04,0.56,34.38,28.13,11,0.6,54,89,59,0.49
2020-11-01,0.96,1.91,31.04,34.56,6,1.23,47,77,26,0.22
2020-11-01,3.26,2.02,26.24,20.67,5,2.09,18,40,41,0.69
2020-11-01,2.14,1.19,25.2,5.11,13,1.15,50,55,47,1.67
2020-11-01,3.32,0.31,8.37,21.15,6,0.78,32,54,75,1.0
2020-11-01,2.72,0.6,5.2,19.74,10,1.34,46,76,68,0.16
2020-11-01,1.62,1.39,33.65,21.14,4,0.83,27,34,53,0.54
2020-11-01,1.25,1.12,6.55,5.32,14,2.23,25,48,40,1.7
2020-11-01,2.71,1.06,26.46,26.64,10,1.11,17,86,24,0.17
2020-11-01,2.93,1.87,26.21,12.48,4,1.5,37,43,29,1.68
2020-11-01,2.57,0.86,30.46,11.31,8,1.72,39,57,37,1.57
2020-11-01,0.8,0.78,39.05,32.17,4,0.95,30,32,73,1.7
2020-11-01,1.36,0.44,9.29,6.24,14,1.48,37,55,26,0.87
2020-11-01,2.78,0.32,37.1,24.66,11,2.11,17,42,56,0.91
2020-11-01,1.34,1.64,10.23,21.22,4,1.06,46,87,73,1.65
2020-11-01,1.07,0.86,14.51,21.56,7,0.87,57,71,63,0.11
2020-11-01,2.48,1.22,22.21,8.75,4,2.27,44,77,42,1.74
2020-11-01,0.76,1.73,13.69,32.13,4,0.5,24,42,34,0.46
2020-11-01,1.57,1.23,4.34,20.09,11,1.07,45,35,60,0.73
2020-11-01,2.41,0.49,1.2,25.96,4,1.2,34,42,44,0.87
2020-11-01,0.51,0.56,19.92,5.88,7,1.94,23,31,55,1.94
2020-11-01,3.15,1.42,18.06,18.69,14,0.78,24,43,22,1.08
2020-11-01,3.17,0.76,19.79,7.73,5,2.08,43,49,62,1.18
2020-11-01,3.24,2.14,26.56,16.6,12,0.97,37,44,54,0.43
2020-11-02,2.58,0.77,38.31,34.86,3,0.79,52,42,60,1.87
2020-11-02,1.72,1.67,35.58,9.61,13,1.72,31,75,29,0.99
2020-11-02,1.92,0.85,7.5,34.68,8,1.27,39,66,44,0.31
2020-11-02,2.7,2.25,36.74,34.1,5,1.96,36,64,21,1.53
2020-11-02,2.63,0.59,8.8,10.46,6,2.11,24,67,28,1.0
2020-11-02,1.34,1.87,24.83,33.34,4,2.34,53,80,56,1.74
2020-11-02,2.21,2.1,21.15,9.22,12,1.98,51,73,27,0.2
2020-11-02,2.15,1.25,27.87,7.54,9,1.03,26,72,20,0.78
2020-11-02,2.55,1.83,27.4,25.07,7,1.96,45,51,35,1.34
2020-11-02,1.46,0.75,0.5,14.84,11,0.83,36,70,59,0.92
2020-11-02,1.72,1.71,38.19,7.53,9,1.63,47,44,61,1.25
2020-11-02,1.96,0.93,28.17,7.06,8,2.4,20,67,34,1.67
2020-11-02,1.19,2.23,8.45,23.67,7,1.85,15,47,74,0.29
2020-11-02,1.8,1.03,25.21,31.22,7,0.69,45,80,54,0.7
2020-11-02,0.98,2.23,11.37,19.96,8,1.57,38,52,21,0.8
2020-11-02,2.4,2.09,16.99,10.72,10,1.31,42,66,58,1.25
2020-11-02,0.97,1.89,39.73,34.32,5,2.29,49,71,68,1.86
2020-11-02,3.0,0.4,37.29,19.38,12,2.15,46,32,57,1.23
2020-11-02,2.25,0.58,39.98,6.95,7,2.43,32,75,75,1.42
2020-11-02,2.81,2.0,14.83,21.3,14,0.88,46,30,39,0.34
2020-11-02,2.88,1.79,26.34,11.7,13,1.02,52,86,67,0.1
2020-11-02,3.15,0.52,15.3,21.38,5,1.38,30,71,42,1.5
2020-11-02,1.2,1.24,37.76,31.0,4,1.05,27,39,70,0.94
2020-11-02,0.94,1.6,34.12,29.76,10,1.25,38,53,39,1.05
2020-11-02,0.69,0.91,7.66,21.2,8,0.55,47,89,63,0.27
2020-11-02,3.18,1.79,15.79,9.43,12,2.44,23,65,41,1.7
2020-11-02,3.05,0.32,27.28,10.42,6,1.57,41,61,24,2.08
2020-11-02,2.7,0.33,4.05,21.95,8,0.67,27,72,54,0.49
2020-11-02,0.64,1.85,11.24,14.73,2,2.41,37,83,21,1.35
2020-11-02,1.56,1.56,32.15,20.29,11,1.48,47,66,29,1.97
2020-11-02,1.66,1.75,1.91,25.86,10,1.69,40,74,64,0.44
2020-11-02,2.77,1.66,22.41,34.65,11,2.15,38,69,25,0.64
2020-11-02,3.22,2.18,12.29,34.03,5,1.35,40,45,72,0.12
2020-11-02,1.69,2.22,30.17,30.39,9,1.05,19,39,29,1.38
2020-11-02,2.97,1.81,28.62,21.77,11,1.76,53,73,61,1.98
2020-11-03,2.64,0.34,8.16,34.51,7,2.33,21,66,55,1.9
2020-11-03,0.55,0.55,22.47,20.47,5,1.22,26,51,43,1.02
2020-11-03,2.81,1.89,12.66,23.29,7,1.21,20,53,75,0.17
2020-11-03,2.83,1.42,17.69,26.59,10,1.01,58,82,40,1.17
2020-11-03,1.01,1.03,28.08,17.6,9,1.39,38,59,31,0.2
2020-11-03,1.8,0.51,29.95,10.47,6,0.91,15,55,41,1.33
2020-11-03,0.85,0.91,37.52,25.99,9,2.14,34,59,58,1.24
2020-11-03,2.67,0.61,39.0,13.72,13,1.49,58,80,78,1.62
2020-11-03,1.97,0.85,30.57,22.02,5,1.69,22,37,57,0.35
2020-11-03,2.81,0.82,20.77,31.16,9,0.5,59,33,22,1.53
2020-11-03,1.28,2.2,8.78,9.28,14,1.51,36,39,47,1.6
2020-11-03,1.0,1.09,13.88,24.32,7,0.59,49,50,25,0.83
2020-11-03,0.53,2.04,28.61,8.91,4,2.34,36,36,75,1.46
2020-11-03,1.97,2.07,20.36,16.68,8,2.2,54,31,30,0.53
2020-11-03,0.59,1.23,26.16,24.22,12,1.29,15,68,50,0.4
2020-11-03,2.54,1.37,11.22,11.79,6,1.53,52,73,46,0.75
2020-11-03,2.28,1.9,5.63,14.01,13,0.94,30,79,78,0.66
2020-11-03,1.57,0.53,13.65,24.11,8,0.69,45,51,68,1.55
2020-11-03,2.45,0.66,13.36,30.11,5,1.23,39,36,77,0.37
2020-11-03,2.01,1.06,3.99,9.11,5,1.59,21,77,26,0.74
2020-11-03,2.99,0.96,2.97,25.94,9,2.01,44,42,41,2.02
2020-11-03,1.18,1.49,14.6,10.06,8,1.42,46,78,40,0.13
2020-11-03,1.74,2.02,9.39,19.08,4,1.18,32,54,32,1.57
2020-11-03,3.45,1.67,9.0,26.51,2,2.44,44,66,54,1.29
2020-11-03,1.7,1.87,36.71,34.89,8,0.51,26,62,41,2.07
2020-11-03,0.91,0.46,36.83,25.4,9,0.72,16,47,73,1.05
2020-11-03,3.39,1.1,11.7,17.99,4,1.58,57,49,44,1.06
2020-11-03,1.58,1.99,38.55,6.66,13,2.47,34,39,75,0.83
2020-11-03,2.39,2.17,8.12,34.55,10,0.94,31,41,28,1.57
2020-11-03,3.38,0.4,21.61,25.81,14,2.01,41,69,60,0.11
2020-11-03,1.88,0.94,0.25,31.94,6,0.57,29,55,22,2.06
2020-11-03,3.45,0.62,7.67,21.02,8,0.89,37,42,28,1.22
2020-11-03,2.79,1.76,21.46,21.29,8,1.07,54,53,61,1.12
2020-11-03,1.65,1.7,11.25,25.83,8,0.86,49,79,57,1.84
2020-11-03,1.04,1.89,20.43,16.96,8,2.36,48,51,79,0.62
2020-11-03,1.56,1.04,16.0,15.55,7,1.73,29,39,20,0.69
2020-11-03,2.97,2.11,22.45,5.98,7,1.66,32,48,58,0.35
2020-11-04,1.88,0.9,20.47,32.65,7,1.66,16,57,33,0.49
2020-11-04,2.75,0.42,13.04,15.84,3,0.64,47,75,33,0.31
2020-11-04,2.56,2.04,11.17,13.15,8,0.9,15,49,36,1.12
2020-11-04,1.16,1.46,29.7,9.95,13,2.36,48,75,24,1.51
2020-11-04,3.42,1.36,29.06,30.75,7,1.93,50,42,33,1.54
2020-11-04,3.12,1.23,34.44,25.31,12,0.58,32,68,61,0.73
2020-11-04,2.44,0.9,16.75,12.22,9,1.52,35,66,51,1.89
2020-11-04,0.72,1.85,20.59,26.85,7,0.82,22,50,75,0.22
2020-11-04,0.67,1.85,24.74,6.13,8,1.82,52,48,61,0.71
2020-11-04,0.99,1.59,34.55,25.97,8,2.02,24,60,43,1.99
2020-11-04,2.39,1.65,14.04,8.5,5,2.33,22,65,21,1.02
2020-11-04,1.31,0.32,36.94,8.48,12,0.92,48,57,54,1.24
2020-11-04,2.05,1.17,26.89,26.36,5,2.19,16,52,51,2.08
2020-11-04,3.11,1.86,34.82,10.18,14,0.9,27,62,58,1.99
2020-11-04,1.08,1.19,30.57,26.6,6,2.26,53,45,78,0.99
2020-11-04,1.74,0.91,29.48,31.49,9,2.25,37,70,27,0.75
2020-11-04,1.71,1.17,1.76,9.43,10,1.61,25,83,70,0.98
2020-11-04,0.96,1.65,4.3,26.58,11,1.7,46,33,57,1.29
2020-11-04,1.3,1.82,4.7,29.16,12,0.94,56,72,76,0.39
2020-11-04,2.69,0.71,35.27,26.62,4,2.29,49,70,79,0.32
2020-11-04,2.4,1.22,21.82,34.07,14,1.51,33,51,42,0.24
2020-11-04,2.75,1.88,13.66,20.84,10,2.28,27,85,79,1.47
2020-11-04,3.37,0.4,31.4,7.59,4,0.51,55,70,52,0.25
2020-11-04,2.2,2.13,36.78,16.5,4,2.26,49,56,33,1.36
2020-11-04,1.44,1.52,21.19,21.89,4,2.35,16,31,52,0.19
2020-11-04,1.54,0.61,33.1,23.98,14,1.64,40,83,41,1.85
2020-11-04,1.52,1.57,22.26,34.54,6,1.5,38,53,32,0.77
2020-11-04,1.29,1.88,37.2,5.47,6,1.61,53,61,39,1.33
2020-11-04,2.45,0.73,27.5,24.0,11,2.02,32,78,32,0.14
2020-11-04,2.11,1.33,15.05,28.54,6,1.99,53,51,74,1.36
2020-11-04,2.61,1.36,11.78,33.78,4,0.51,17,71,73,0.27
2020-11-04,1.69,0.42,19.14,17.23,7,2.06,48,33,36,2.03
2020-11-04,2.65,1.2,25.41,25.31,11,2.19,30,63,31,1.06
2020-11-04,1.5,0.92,31.56,34.96,3,0.65,39,39,71,0.42
2020-11-04,1.56,0.38,27.38,29.85,4,0.61,28,60,69,1.95
2020-11-04,1.54,2.05,7.66,9.15,3,1.68,45,73,22,0.16
2020-11-04,1.66,0.79,0.02,34.33,8,2.37,33,43,59,1.29
2020-11-04,0.64,0.93,36.28,32.67,4,1.38,30,85,38,0.75
2020-11-04,3.37,1.27,1.34,16.15,5,0.78,19,62,54,1.61
2020-11-04,0.61,0.73,26.22,31.73,13,0.6,36,66,40,1.15
2020-11-05,2.19,1.03,13.35,27.96,12,2.11,16,62,20,0.21
2020-11-05,2.48,0.57,38.01,21.37,3,0.57,28,55,55,0.51
2020-11-05,1.12,1.68,13.26,19.25,7,1.44,48,58,49,1.4
2020-11-05,0.83,1.92,14.55,26.06,10,1.6,29,75,62,1.16
2020-11-05,3.29,1.94,33.29,20.12,5,2.38,36,66,24,0.76
2020-11-05,3.15,0.87,18.6,9.3,10,1.88,56,68,46,0.1
2020-11-05,1.69,2.06,8.19,5.13,11,2.21,32,30,22,1.14
2020-11-05,3.07,2.29,29.05,30.68,10,2.46,22,70,39,1.16
2020-11-05,0.5,0.73,32.8,21.61,11,0.88,53,69,58,1.58
2020-11-05,3.44,2.07,28.54,13.18,4,0.67,42,31,74,2.01
2020-11-05,1.06,1.47,8.36,16.01,13,1.77,36,43,77,1.91
2020-11-05,0.69,0.44,1.43,17.46,10,1.33,53,44,28,0.19
2020-11-05,2.43,1.95,4.42,7.26,14,1.0,41,36,38,0.66
2020-11-05,1.21,2.0,26.14,6.7,12,2.07,31,74,22,0.39
2020-11-05,2.68,0.88,2.55,24.15,4,0.79,26,66,49,0.52
2020-11-05,2.95,1.91,23.38,15.77,4,0.67,53,69,30,1.82
2020-11-05,1.57,2.21,27.69,27.9,12,2.36,39,43,43,0.75
2020-11-05,1.71,0.46,2.49,28.41,6,2.01,30,45,70,1.85
